CC_diff,assists_diff,baronKills,damageDealtToObjectives,damage_per_death,deaths,dragonKills_diff,goldSpent,kills,totalDamageDealtToChampions,totalHeal,totalMinionsKilled,towerKills_diff,visionScore_diff,win,won?
-10.4,-1.92,-0.09439124487004104,731.4799999999998,-223.73473726273915,-1.2808937528499769,-0.8,-1439.027359781121,0.5599999999999987,-4483.249886000913,1814.8799999999987,-9.769265845873235,-1.8,-11.32,0.03999999999999987,True
-4.08,-4.68,-0.5024390243902439,234.71666666666806,27.700728021978193,0.462872628726287,-0.24,-2587.844444444445,0.5999999999999996,-4629.650948509485,105.8166666666666,30.466124661246624,-0.2,-8.84,-0.06666666666666671,True
10.64,2.64,-0.01610017889087656,-2729.4249999999997,-482.58352238039606,-3.07334525939177,0.32,-1425.4561717352408,-2.2749999999999995,-1682.2379248658326,1654.625,-17.22540250447227,0.88,5.88,-0.050000000000000044,True
-7.4,-7.16,-0.0013860013860013884,-1479.1904761904761,-784.1319871678274,2.2522522522522532,0.24,-1932.3672903672905,1.9428571428571422,-6960.23562023562,2212.47619047619,-10.073458073458077,-0.56,0.68,-0.15238095238095245,False
9.16,2.88,0.05701754385964912,1985.55,1063.1188878713883,-1.2017543859649118,-0.56,-55.866228070175566,0.35000000000000053,-2676.7785087719312,1482.5,-30.07675438596491,0.48,-1.8,-0.08333333333333343,False
6.32,1.04,0.21798941798941796,1002.2333333333336,-1305.3402988215494,0.7407407407407405,0.2,-30.61058201058222,-1.0333333333333332,-74.20529100529166,1317.8000000000002,7.071957671957662,0.04,17.2,0.15000000000000002,True
-0.28,-3.0,0.5054803352675692,7928.7750000000015,-198.06645285270542,-0.7343649258542868,0.68,803.7904577691806,1.5,1388.4235976789168,7238.724999999999,43.76531270148293,0.56,13.64,0.125,False
-2.12,0.48,-0.406060606060606,7480.3600000000015,1100.9325411255427,2.6969696969696964,-0.48,-989.0909090909099,-4.440000000000001,-6021.315151515151,1172.8000000000002,-37.87878787878788,-1.36,-7.12,0.20000000000000007,True
-0.56,1.72,0.015384615384615385,2544.942857142858,533.952081701369,-0.4435897435897429,-0.4,-897.1333333333332,0.5523809523809522,-2028.3923076923093,-1551.6476190476205,-11.412820512820502,-0.44,-9.48,0.01904761904761898,True
-0.36,0.08,0.12000000000000002,-5524.4000000000015,-1288.3595753717195,-0.39999999999999947,0.36,143.92000000000007,0.13333333333333197,283.5599999999977,-689.2666666666664,16.92,0.92,10.52,-0.009523809523809434,True
-16.2,2.24,-0.24,1052.8857142857123,318.50347739561767,0.4800000000000004,-1.12,-892.2399999999998,-0.10476190476190439,3494.4799999999996,-2342.8476190476194,-67.24000000000001,-1.84,-5.16,0.04761904761904773,True
4.08,-0.84,-0.040000000000000036,4998.4,-787.6906190476193,-0.6800000000000006,0.12,-1965.9599999999991,2.7599999999999993,-3658.8399999999983,4062.3600000000006,-34.839999999999996,-1.28,9.36,-0.12,False
14.92,6.16,-0.06896551724137931,-2402.971428571429,-335.9552215245076,-0.7241379310344822,-0.16,1221.310344827587,3.209523809523809,371.7586206896558,-1958.52380952381,-41.689655172413794,0.24,3.8,1.1102230246251565e-16,False
4.8,-1.44,-0.08000000000000002,-8488.48,509.7507469785123,-1.0,-0.24,-713.4800000000014,-0.9600000000000009,-325.4400000000005,-5984.599999999999,-1.2000000000000028,-1.56,10.64,0.07999999999999996,False
4.64,-0.56,0.01142857142857143,-2114.9500000000003,-1999.3625958300931,-1.2628571428571433,0.12,-137.59999999999854,1.916666666666666,3483.114285714284,752.5166666666664,15.799999999999997,1.36,6.84,-0.04999999999999988,True
9.04,-2.92,-0.0022641509433962287,2383.333333333332,-1638.1351043401064,-0.3486792452830194,0.12,-169.36830188679232,-1.6333333333333337,1862.9833962264165,2025.416666666666,22.846792452830194,0.04,-2.68,0.0,False
0.0,1.0,0.08042328042328042,187.94999999999982,716.8706042568538,0.5058201058201055,-0.56,1104.339682539683,1.0333333333333332,3911.3947089947087,-43.35000000000127,2.282539682539692,-0.96,-8.72,-0.36666666666666664,False
-0.44,2.96,-0.08851063829787237,2648.5142857142855,-985.9987996130858,1.137872340425532,0.24,2947.3225531914895,-0.02857142857142847,9467.376170212765,-1617.1999999999998,-0.8042553191489361,0.64,-1.52,0.1333333333333333,False
-12.0,-6.36,-0.159039759939985,5009.82857142857,-546.8525118532261,-3.429107276819204,0.44,-3572.612153038259,4.133333333333334,-10028.095273818453,5273.733333333333,16.021755438859714,1.16,0.92,-0.17142857142857132,False
-7.44,-2.08,-0.12280701754385967,7971.3714285714295,1022.0847523111825,-1.4576023391812871,-0.32,-162.0964912280706,2.161904761904762,-4294.766081871345,-418.53333333333376,-9.84210526315789,-0.48,-12.64,0.05714285714285716,False
-6.32,0.2,0.11052631578947367,404.5500000000002,-710.5935582010579,-0.9593984962406017,-0.84,-42.786466165413,0.9166666666666661,-2877.957894736841,-1420.6999999999998,-25.923308270676685,-0.2,-8.92,-0.033333333333333326,True
-4.92,-6.2,0.14285714285714285,83.74999999999909,-857.3496825396833,-3.548571428571428,0.76,-2109.114285714286,4.45,-5496.86285714286,646.5999999999995,16.84571428571428,2.04,0.36,0.32500000000000007,False
15.12,5.68,-0.04365690806368773,-1805.666666666666,-1258.1958627483646,3.2265023112480744,-0.28,1216.5408320493061,2.95,2206.264509501798,72.64999999999964,-7.840267077555218,-0.56,1.4,0.24999999999999994,True
7.72,0.48,0.4,-4697.983333333334,-7.085361952862513,-1.0499999999999998,-0.2,-452.5750000000007,-0.049999999999998934,-553.1749999999993,-2257.566666666667,8.75,1.56,-1.92,-0.03333333333333338,True
-3.4,1.68,-0.14456521739130437,-1598.6000000000022,1142.3848493635987,1.7413043478260866,-0.88,-1324.79347826087,-1.799999999999999,-2193.7684782608685,-2967.866666666665,-22.05326086956522,-2.0,0.96,-0.08333333333333337,False
-5.2,-1.84,-0.0816326530612245,5229.72,-74.57388500388424,-1.9183673469387754,0.76,770.5102040816328,5.3199999999999985,-118.75510204081729,-123.48000000000047,22.285714285714278,0.24,6.0,-0.08000000000000007,True
-2.32,0.04,0.1935483870967742,4639.166666666665,652.9507539682518,0.12903225806451601,0.52,372.0967741935492,0.28333333333333144,-1424.354838709678,3135.266666666667,10.0,0.28,0.64,0.1166666666666667,True
-1.44,-0.2,0.34375,-586.9833333333345,-490.73167513042654,-0.6875,0.8,1418.875,0.8833333333333355,3178.1875,390.6833333333334,53.71875,2.72,1.96,1.1102230246251565e-16,True
-4.2,-1.16,-0.021935483870967776,2738.809523809524,866.8566561574121,3.00774193548387,0.36,2587.26064516129,-2.2476190476190467,1074.8206451612932,773.8857142857141,-0.6167741935483804,0.24,0.44,0.11428571428571438,False
-7.8,-1.12,0.040000000000000036,-4935.2,1843.121554834056,0.1200000000000001,-0.12,786.0799999999999,-3.5666666666666673,3809.6400000000012,-831.0500000000002,-9.240000000000009,0.16,-6.8,-0.16666666666666663,False
3.4,-1.48,0.12689655172413794,1942.2166666666672,417.05100246975417,-2.1434482758620694,0.64,-898.5337931034492,-0.13333333333333286,-5569.240000000002,-1716.2000000000003,-24.51724137931035,-0.08,3.72,0.1166666666666667,True
7.72,0.76,0.15384615384615385,-3182.879999999999,1663.128734481893,1.0,-0.36,-497.461538461539,-3.16,-2455.3461538461524,-670.6400000000012,4.576923076923066,0.68,-1.16,-0.15999999999999992,False
-8.2,0.48,0.012121212121212116,3013.1000000000004,958.46509501528,1.7660606060606066,0.6,1349.30303030303,1.7249999999999996,8196.72,581.0500000000002,33.99636363636364,0.48,-3.16,0.25,False
10.84,5.04,0.2531539108494533,5101.583333333333,-1577.7273251748234,0.6518082422203539,-0.28,1223.796467619848,2.1333333333333337,3141.1867115222885,4898.466666666667,20.788898233809917,1.16,-4.48,0.03333333333333344,True
-0.52,-2.0,0.09458128078817729,-391.63809523809505,-1172.376345770631,1.8610837438423644,0.08,1673.833497536947,3.0666666666666655,2913.2906403940906,-2753.8476190476185,29.13793103448276,0.04,7.96,0.0,True
-2.52,0.88,-0.05333333333333329,1263.4952380952363,-1527.073243106101,-2.257777777777778,-0.36,-354.39259259259234,-1.2666666666666666,-1753.3140740740746,499.29523809523835,-5.404444444444437,0.24,-10.12,0.10476190476190478,True
13.2,3.24,0.08148148148148143,2396.9000000000015,269.27112350612333,4.045925925925926,0.16,1360.7837037037043,-0.5666666666666673,5350.340740740741,2714.166666666667,-39.743703703703716,-0.12,0.36,0.09999999999999998,False
16.56,0.88,0.1111111111111111,1317.0000000000002,1066.1726560661555,-0.5224586288416075,0.68,114.26241134751763,-2.5999999999999996,-216.25673758865378,-348.4399999999996,62.61040189125296,0.56,5.88,-0.039999999999999925,False
-3.48,3.08,0.11779448621553884,2905.766666666667,692.2183237133236,1.318295739348371,0.08,1158.8583959899752,-3.083333333333333,-716.5087719298244,449.1999999999998,-12.825814536340843,0.84,0.36,-0.25,True
14.28,3.96,-0.15893630179344465,-8289.457142857143,129.87276643990936,0.4533085961657397,-0.12,108.210265924552,-1.9428571428571413,-684.672232529374,-4969.771428571428,-0.9437229437229462,0.68,-0.36,-0.2571428571428572,False
-0.28,0.2,-0.19510204081632654,-95.63999999999942,810.2301361383697,-1.1861224489795914,-0.8,-660.4342857142856,0.4400000000000004,191.71918367346734,565.9200000000001,-19.14530612244897,-1.04,-4.52,-0.039999999999999925,True
-8.2,-1.12,0.07999999999999996,2050.9000000000015,493.60654341029476,-0.7599999999999998,-0.2,590.880000000001,1.3833333333333329,-66.12000000000262,1470.6833333333334,7.359999999999999,-0.04,-5.96,0.06666666666666665,False
-4.24,-0.16,0.026666666666666672,-5853.133333333335,-982.2330997474737,0.7037037037037033,-0.72,-696.6281481481474,-3.333333333333334,-1046.2503703703696,-721.7166666666662,11.66962962962964,-1.12,-11.48,-0.18333333333333335,True
6.48,-0.88,0.16000000000000003,3908.3142857142857,-1410.6143746962625,-1.3600000000000003,0.4,-1455.5200000000004,-0.8857142857142852,-944.8400000000001,1483.4761904761917,13.279999999999987,0.28,7.64,-0.05714285714285705,False
13.4,2.76,0.0,98.43809523809432,1076.5167388167392,1.5600000000000005,0.6,1829.8400000000001,-1.7619047619047628,6357.199999999999,-257.0,37.67999999999999,0.52,7.36,0.2095238095238095,True
-7.76,-3.92,-0.2,-6060.799999999999,-2448.4903739593747,1.8400000000000007,-0.68,-729.9599999999991,-0.35999999999999943,-2869.16,-2667.04,5.560000000000002,-0.8,-8.16,-0.36000000000000004,True
5.44,2.72,-0.02564102564102564,-439.1666666666672,-91.63985152647047,-0.1911421911421911,-0.12,59.482517482516414,2.5333333333333314,-3893.1165501165524,164.1333333333332,-8.729603729603731,-0.52,-2.6,0.1333333333333333,False
13.52,6.64,0.0459603289791969,-1826.8666666666668,266.6851340816038,1.5955491049830677,-1.04,1697.704402515723,1.1000000000000005,5725.942428640541,46.0666666666657,-12.054184808901795,0.72,-6.36,0.11666666666666664,False
-1.36,-9.04,0.02631578947368421,3532.1600000000008,-312.9967559629904,-5.132723112128147,1.76,-4005.2711670480558,1.4800000000000004,-9505.982837528605,-750.3600000000006,46.85926773455377,2.84,14.48,0.19999999999999996,True
5.88,-0.28,-0.02564102564102564,1566.2800000000002,96.53836524913049,1.379612257661039,-0.4,111.98874296435315,0.9199999999999999,-1834.5766103814858,-1888.2400000000007,-1.193245778611633,-1.08,-0.44,-0.040000000000000036,False
-6.8,-4.88,0.16,3568.5166666666664,281.7771660733024,-4.524137931034482,0.76,-1916.0772413793093,-1.4000000000000004,-5866.448275862069,2405.2999999999997,16.08137931034483,0.88,10.64,0.06666666666666665,True
3.4,-0.24,-1.2201476335214936,84.34285714285943,-607.0856303873543,5.1150673035171526,-0.08,-1013.9587494572297,-0.16190476190476222,1223.9826313504127,3818.4666666666662,9.980460269214063,-2.0,1.56,-0.057142857142857106,False
-9.68,-2.76,-0.2769423558897243,-4078.800000000002,-1842.8154939504934,0.2869674185463662,0.16,318.7543859649122,1.6857142857142868,1681.2368421052633,-3505.1904761904757,-1.6340852130325914,1.16,5.0,0.11428571428571427,True
-0.68,-0.72,0.05555555555555558,-8305.760000000002,-1656.7074519924504,0.1319444444444442,-0.36,517.9444444444443,1.9600000000000009,2939.875,-2324.5200000000004,42.229166666666664,-0.8,-0.76,0.039999999999999925,True
9.24,-0.56,0.41419354838709677,-3969.5166666666664,-779.3873796084085,-1.1664516129032263,0.48,-1045.3058064516135,5.683333333333333,-5623.718709677421,1417.083333333333,-10.82709677419355,0.44,7.48,0.1166666666666667,True
8.52,-1.48,0.39166666666666666,-979.8999999999996,533.9929981129981,-0.8944444444444448,0.28,-182.197222222223,-2.033333333333333,2615.8694444444445,-3290.0333333333338,9.241666666666674,-1.44,-3.32,-0.20000000000000007,False
7.72,1.4,-0.04545454545454547,-109.0666666666657,1579.3802777777773,-0.39090909090909065,0.72,1566.7000000000007,-0.43333333333333357,7903.972727272729,-480.0166666666664,21.76590909090909,1.56,8.32,-0.2,True
4.76,-0.32,-0.14869626497533475,-1038.5499999999993,1530.501793345542,-0.38266384778012696,-0.68,-1614.6504580690635,-1.8166666666666673,-6875.745595489781,-1522.3833333333323,-14.264270613107826,-0.24,-2.56,-0.06666666666666665,False
-1.64,-0.56,0.12039312039312039,-2781.239999999999,731.7826580086585,0.6494676494676499,0.24,-1445.473382473383,-1.8800000000000017,-7583.330876330878,-6501.999999999999,-3.017199017199019,0.72,11.32,-0.040000000000000036,False
9.96,-1.6,-0.009803921568627416,-7795.879999999999,2129.2467958152965,1.568627450980392,-0.04,605.8774509803934,-4.28,3875.5457516339884,-2714.279999999997,-32.85784313725489,-2.16,-2.6,-0.31999999999999995,True
-2.32,-0.2,0.04157218442932731,-3081.16,-239.0105439005456,-0.8835978835978837,-0.04,-885.9871504157218,0.8400000000000007,-1925.7339380196536,1162.6399999999994,2.724867724867721,-2.28,-5.28,-0.08000000000000002,True
5.0,-0.68,0.20444444444444443,-2845.4400000000005,312.3659904213446,0.04296296296296287,0.44,841.9214814814823,-0.8800000000000008,4179.595555555556,851.2399999999998,37.04888888888888,0.76,4.0,-0.2,False
1.44,0.36,0.28,-1391.4750000000004,1612.4163014069259,-0.3200000000000003,0.0,1011.6000000000004,-1.1250000000000009,2048.4000000000015,-827.0249999999987,35.92,0.64,8.96,-0.125,True
-1.28,3.6,-0.00121212121212122,-6281.120000000002,806.6353383283354,-0.23757575757575822,-0.52,813.9757575757576,-0.9999999999999991,73.12848484848473,-1986.5600000000004,-24.315151515151513,-0.4,-3.36,-0.08000000000000013,False
-1.92,-0.64,0.24555903866248693,-1675.6166666666668,1738.1598536213232,0.9132706374085684,0.6,2654.4723092998956,-1.5666666666666664,7155.009404388713,698.8166666666657,31.371995820271678,1.24,-0.6,-0.016666666666666552,True
15.48,0.48,-0.05492589363557107,-4521.980952380951,1667.0442255363691,0.5440278988666085,-0.16,-76.43679163033994,1.8095238095238093,-2250.7846556233653,-820.3809523809532,-7.847428073234525,-0.44,10.84,-0.06666666666666665,True
-5.2,-5.28,-0.11870967741935487,867.5999999999995,2459.1443700743703,-0.8116129032258064,0.76,-107.6129032258068,0.7999999999999998,-3701.0567741935483,-126.48000000000047,4.298064516129045,0.12,9.12,0.08000000000000007,True
-1.84,0.36,-0.15999999999999998,-1794.7666666666664,-536.3607526963779,-1.5199999999999996,-0.32,-954.2399999999998,0.6166666666666671,-1604.640000000003,-415.0666666666666,-22.439999999999998,-0.4,-8.04,-0.14999999999999997,False
-11.36,2.32,0.18518518518518517,-1069.0190476190492,570.4213249845384,-0.7037037037037033,-0.2,-263.7407407407409,-3.352380952380953,36.51851851851825,-1808.2571428571428,13.70370370370371,-0.08,-6.16,0.15238095238095245,False
3.04,2.84,-0.18074074074074076,75.7333333333354,-661.5235034277894,0.3007407407407401,-0.6,2046.8370370370358,0.8095238095238075,5757.050370370369,-3150.0380952380956,-8.263703703703705,-1.64,-9.12,0.009523809523809379,True
-8.4,-2.96,-0.425531914893617,1070.9333333333343,-837.4232146689287,2.8961702127659574,-0.68,-342.9446808510638,-4.866666666666666,-1121.7021276595733,2536.1619047619047,0.5063829787234084,-2.6,0.84,-0.10476190476190478,True
-1.88,-2.88,-0.2559912854030501,-1317.6166666666668,659.5704082491566,-0.9553376906318078,-0.28,-525.1339869281055,1.0166666666666675,-23.733115468410688,-1617.3499999999985,3.4074074074074048,-0.08,-5.08,0.14999999999999997,False
-0.12,-2.96,-0.3065134099616858,872.8833333333332,-415.6142990342978,-2.0166028097062574,-0.6,-1451.8531289910607,0.18333333333333446,-5571.500638569603,5519.166666666666,-7.384418901660283,-1.92,-0.36,0.06666666666666676,True
6.52,5.72,-0.16129032258064518,3918.9833333333327,227.77827260702497,1.774193548387097,-0.88,2381.4516129032254,2.0666666666666655,1893.7419354838712,4165.783333333335,-41.58064516129032,-0.8,-8.28,0.13333333333333336,False
-11.4,-6.0,-0.2728110599078341,-1237.3999999999996,474.1422063492064,0.15391705069124395,-0.04,-1183.2755760368673,-0.7600000000000007,-4747.232258064516,-329.6800000000012,49.63963133640553,0.36,-2.0,0.16000000000000003,False
-7.04,-1.48,-0.14814814814814814,2208.2999999999993,-1027.7874971556203,-0.673400673400673,-0.52,285.0404040404046,-0.32500000000000107,1349.861952861953,6805.575,39.62962962962963,-0.56,-4.96,0.050000000000000044,False
10.36,-0.56,-0.08000000000000002,2889.76,883.833479076482,0.23999999999999932,0.32,1047.6000000000004,2.4000000000000004,2015.4399999999987,1416.2799999999988,-6.920000000000002,-0.52,4.32,0.11999999999999994,False
11.36,1.6,0.21185185185185185,1492.1904761904761,-384.94920642389525,-1.2014814814814807,0.28,-1189.1481481481478,-1.2380952380952364,-1837.4607407407402,259.5904761904749,-23.799999999999997,1.52,2.08,0.04761904761904756,True
9.56,-1.6,-0.047619047619047616,597.4800000000005,-161.61181440781183,3.9948240165631477,-0.24,971.0874741200823,-4.0,3912.980331262941,1668.3600000000006,-0.6780538302277463,0.44,1.96,-0.07999999999999996,True
-8.52,-2.16,-0.023809523809523808,1713.1750000000002,-207.9995515248629,-0.3392857142857153,0.12,-1366.5386904761908,-2.1000000000000005,-1391.5267857142862,-22.099999999999454,1.1815476190476133,-0.16,2.28,-0.025000000000000022,False
-3.64,0.32,0.010807159743329957,1685.5600000000009,-158.03667852615354,-0.8733535967578536,-0.48,405.0611279972982,3.2,5047.334008780817,1791.5599999999995,-0.2090509962850362,-0.6,-3.68,-0.1200000000000001,True
-4.8,-14.8,0.2222222222222222,-3485.16,-899.7925558710303,-2.5827160493827153,1.44,-6064.466666666666,1.040000000000001,-13452.565432098763,2413.9600000000005,15.185185185185183,1.0,7.68,-0.16000000000000003,False
9.08,1.48,-0.002847650688182251,1850.009523809524,-151.37269217555058,3.193165638348362,0.0,960.6654010441398,0.2857142857142865,1498.0398671096355,14.542857142857429,1.5557664926435706,-0.44,0.04,-0.36190476190476195,False
-6.96,0.8,-0.08571428571428574,-684.5142857142864,-631.2372238872222,-0.8685714285714283,-0.64,-964.3714285714286,0.8190476190476179,-5663.491428571429,-1071.5619047619043,-22.262857142857143,-0.68,-11.96,0.24761904761904763,False
1.96,-2.24,0.0,1234.6000000000004,720.4289672364675,-1.04,0.72,269.5600000000013,-3.116666666666668,1346.920000000002,226.76666666666551,35.2,0.44,5.28,0.11666666666666659,False
-5.68,-0.56,-0.10370370370370374,-942.1809523809516,1023.2819614512464,1.2874074074074073,-0.32,77.20296296296328,-0.9238095238095232,-3841.9955555555534,1566.7714285714287,-0.4355555555555526,0.12,-0.96,-0.14285714285714285,True
7.32,3.04,-0.15384615384615385,2834.040000000001,459.0727188425608,0.5,-0.36,-1608.2307692307695,-0.6000000000000005,-4123.923076923078,-410.4800000000014,-40.57692307692308,-2.04,2.44,0.31999999999999995,False
14.72,0.88,0.12,10463.866666666665,647.3960743423236,0.7600000000000007,0.28,496.84000000000015,0.25,3796.040000000001,3481.4833333333336,11.519999999999996,0.52,1.56,0.08333333333333331,False
0.64,-4.32,-0.05548387096774193,2104.2000000000007,1119.0894357864345,-0.10193548387096829,-0.08,-3406.7006451612915,-0.3200000000000003,-9316.64,459.7600000000002,-18.298064516129045,-1.84,-1.36,0.07999999999999996,True
-4.92,-1.0,-0.054621848739495785,1921.4799999999996,-1408.833303030303,-1.0070028011204482,0.2,101.95938375350124,0.5599999999999996,1332.6456582633054,424.0799999999995,14.710084033613455,-0.6,-2.2,0.040000000000000036,True
2.0,4.68,0.1696969696969697,1281.6000000000004,354.32460606060295,1.5636363636363635,0.12,2867.8242424242417,-0.5199999999999996,5425.267878787878,-202.95999999999913,25.795151515151517,1.56,2.0,0.15999999999999992,True
-1.56,0.24,-0.008484848484848484,-3075.647154471545,840.2817590539544,0.0969696969696976,-0.12,-409.0787878787887,-0.6743902439024394,-3265.656969696969,-779.5634146341467,-20.4969696969697,0.16,-6.04,0.026016260162601612,True
-2.28,-2.36,-0.15348837209302327,150.73333333333358,453.1407871757865,-2.495016611295681,-0.16,-1550.9481727574757,-1.1333333333333342,-4025.0764119601317,505.9999999999991,0.7435215946843812,-0.04,-6.36,-0.04999999999999999,True
0.08,-3.28,0.04390243902439023,-146.39999999999873,443.4079792429802,0.6439024390243908,0.72,-451.8565853658529,0.03999999999999915,1196.759024390245,2463.680000000001,2.8770731707317054,0.44,6.2,-0.2,False
3.72,-0.12,-0.10482758620689658,-781.3500000000004,-673.7158007733005,-1.335172413793103,-0.08,656.9062068965522,-4.7333333333333325,2596.0496551724136,-2322.883333333333,-20.831724137931033,0.64,3.52,-0.2,True
-12.36,-0.76,-0.07565789473684209,-1195.7833333333328,-1002.563764065455,-1.3256578947368425,0.48,-2113.61677631579,-1.5,-10401.472039473683,-2729.4666666666662,-19.702302631578945,1.84,-0.04,0.03333333333333327,False
-2.56,-1.32,-0.04166666666666666,1995.6500000000005,-55.03972934473086,2.729166666666667,-0.04,-239.43333333333248,-0.10000000000000053,-1851.4770833333332,198.4333333333334,4.158333333333331,-0.68,-2.4,-0.23333333333333328,False
-6.24,-1.56,0.48,2330.2095238095235,653.6778707800122,-1.3199999999999994,1.2,216.48000000000138,-0.980952380952381,-1528.7599999999984,1655.0476190476193,5.52000000000001,0.92,2.52,0.3238095238095238,True
11.56,-1.36,-0.040000000000000036,-4898.416666666668,-357.5027437839917,-1.04,-0.16,-1353.5199999999986,0.21666666666666679,-2975.4799999999996,-3097.866666666666,-10.64,-0.56,0.68,-0.01666666666666672,True
-5.88,-0.6,-0.27259259259259255,-4857.125,-1678.930404179152,-0.3851851851851853,0.04,649.1585185185177,-3.0999999999999996,2551.68888888889,-1864.9500000000007,-0.09037037037036555,-0.92,1.36,0.0,True
-4.0,-0.16,-0.03999999999999998,-1285.6476190476196,-813.823462925965,0.96,-0.12,-275.0,0.1904761904761907,2890.3200000000015,-1431.4571428571435,1.1199999999999903,0.2,-4.2,-0.09523809523809523,False
-3.72,0.4,0.12,-2026.8380952380949,293.90140004719933,0.16000000000000014,0.76,1735.92,1.5333333333333332,3871.08,578.0761904761912,23.72,1.72,-0.16,0.07619047619047614,False
-14.56,-1.44,-0.1407925407925408,-8078.25,862.3231139693617,-4.182750582750583,-0.36,-3657.8372960372963,-4.15,-7388.669463869463,-2236.175,-17.454079254079247,-3.28,-6.12,-0.3250000000000001,False
-6.0,-3.12,-0.05874840357598979,-3507.7199999999993,-285.42039194139215,-1.302681992337165,0.16,-174.75223499361346,-2.6000000000000005,-2569.6053639846723,-840.0799999999999,32.455938697318004,0.56,-4.64,-0.24,True
-18.8,-4.4,-0.07692307692307693,-3175.5999999999976,899.8158243145758,-3.2307692307692313,-0.0,-1999.0769230769229,2.3833333333333337,-3117.076923076922,609.1666666666661,-16.384615384615387,2.56,-0.64,0.25,True
